作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
ログアウト,2020-12-10 17:14:30,mina09551k,監修者,35,鳥取県,境港市,,,,,
ログイン,2020-12-10 20:54:00,mina09551k,監修者,35,鳥取県,境港市,,,,,
ログアウト,2020-12-10 21:32:47,mina09551k,監修者,35,鳥取県,境港市,,,,,
正会員へ復活,2020-12-10 21:53:21,saburo05112s,教職員,50,神奈川県,厚木市,nishiashigarasho2500105,,,,
ログイン,2020-12-10 21:55:20,saburo05112s,教職員,50,神奈川県,厚木市,nishiashigarasho2500105,,,,
ログイン,2020-12-10 21:58:15,shuhei07142,生徒,8,神奈川県,藤沢市,nishiashigarasho2500105,,,,
顔登録,2020-12-10 22:01:27,shuhei07142,生徒,8,神奈川県,藤沢市,nishiashigarasho2500105,,,,
ログイン,2020-12-10 22:01:27,shuhei07142,生徒,8,神奈川県,藤沢市,nishiashigarasho2500105,,,,
ログアウト,2020-12-10 22:11:55,saburo05112s,教職員,50,神奈川県,厚木市,nishiashigarasho2500105,,,,
ログイン,2020-12-10 23:41:42,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2020-12-10 23:44:28,shuhei07142,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2020-12-10 23:44:48,satomi01741,一般,8,鳥取県,境港市,,,,,
ログアウト,2020-12-10 23:46:36,satomi01741,生徒,8,鳥取県,境港市,,,,,
ログイン,2020-12-10 23:46:55,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-11 00:04:01,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-11 00:04:26,satomi01741,一般,8,鳥取県,境港市,,,,,
ログイン,2020-12-11 00:17:03,remi05581,一般,12,神奈川県,平塚市,,,,,
顔登録,2020-12-11 00:19:10,remi05581,一般,12,神奈川県,平塚市,,,,,
ログイン,2020-12-11 00:19:10,remi05581,一般,12,神奈川県,平塚市,,,,,
顔認証成功,2020-12-11 00:19:40,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-12-11 01:02:43,satomi01741,生徒,8,鳥取県,境港市,,,,,
ログイン,2020-12-11 07:07:09,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-11 12:46:08,chizuko07761,一般,55,神奈川県,藤沢市,,,,,
ログイン,2020-12-11 16:01:22,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-11 16:42:59,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-11 16:43:05,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-11 16:49:17,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
準会員へ,2020-12-11 17:46:29,rumi04581s,教職員,30,鳥取県,境港市,nishiashigarasho2500105,団体で削除,,,
正会員へ復活,2020-12-11 17:46:58,rumi04581s,教職員,30,鳥取県,境港市,nishiashigarasho2500105,,,,
準会員へ,2020-12-11 17:47:47,rumi04581s,教職員,30,鳥取県,境港市,nishiashigarasho2500105,団体で削除,,,
正会員へ復活,2020-12-11 17:51:43,rumi04581s,教職員,30,鳥取県,境港市,nishiashigarasho2500105,,,,
準会員へ,2020-12-11 17:56:07,rumi04581s,教職員,30,鳥取県,境港市,nishiashigarasho2500105,団体で削除,,,
ログイン,2020-12-12 10:01:28,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
ログアウト,2020-12-12 10:03:20,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
退会ログアウト,2020-12-12 10:03:57,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,131人,,,
ログイン,2020-12-12 10:07:03,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
ログアウト,2020-12-12 10:07:17,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
ログイン,2020-12-12 10:07:56,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
ログアウト,2020-12-12 10:08:27,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
退会ログアウト,2020-12-12 11:58:38,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,131人,,,
ログイン,2020-12-14 10:28:35,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-14 14:37:16,satomi01741,一般,8,鳥取県,境港市,,,,,
顔登録,2020-12-14 14:40:06,satomi01741,生徒,8,鳥取県,境港市,nishiashigarasho2500105,,,,
ログイン,2020-12-14 14:40:06,satomi01741,生徒,8,鳥取県,境港市,nishiashigarasho2500105,,,,
顔認証成功,2020-12-14 14:40:56,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
顔認証失敗,2020-12-14 14:42:15,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
ログアウト,2020-12-14 14:43:26,satomi01741,生徒,8,鳥取県,境港市,,,,,
ログイン,2020-12-14 14:44:18,shuhei03762,一般,9,神奈川県,厚木市,,,,,
顔登録,2020-12-14 14:45:54,shuhei03762,一般,9,神奈川県,厚木市,,,,,
ログイン,2020-12-14 14:45:54,shuhei03762,一般,9,神奈川県,厚木市,,,,,
顔認証成功,2020-12-14 14:46:19,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
ログアウト,2020-12-14 14:47:59,shuhei03762,一般,9,神奈川県,厚木市,,,,,
ログイン,2020-12-14 14:48:58,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
顔認証成功,2020-12-14 14:50:55,Tae01351,一般,35,神奈川県,藤沢市,,,,,
ログイン,2020-12-14 15:05:53,ryota06612,一般,34,鳥取県,境港市,,,,,
顔登録,2020-12-14 15:07:27,ryota06612,一般,34,鳥取県,境港市,,,,,
ログイン,2020-12-14 15:07:27,ryota06612,一般,34,鳥取県,境港市,,,,,
顔認証成功,2020-12-14 15:07:48,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
ログイン,2020-12-14 15:15:13,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
顔認証失敗,2020-12-14 15:17:01,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
顔認証成功,2020-12-14 15:17:22,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
顔認証成功,2020-12-14 15:41:55,Tae01351,一般,35,神奈川県,藤沢市,,,,,
ログアウト,2020-12-14 16:25:55,ryota06612,一般,34,鳥取県,境港市,,,,,
ログイン,2020-12-14 16:26:09,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-14 16:43:35,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
正会員へ復活,2020-12-14 16:49:54,miyuki01961s,教職員,33,神奈川県,小田原市,,,,,
正会員へ復活,2020-12-14 16:59:27,junko06071s,教職員,30,神奈川県,藤沢市,nishiashigarasho2500105,,,,
ログアウト,2020-12-14 17:53:23,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
ログイン,2020-12-14 18:20:55,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-14 21:34:29,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログアウト,2020-12-14 22:00:14,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログイン,2020-12-15 10:38:22,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-15 10:44:42,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-15 10:44:50,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-15 10:56:17,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-15 20:39:02,chizuko07761,一般,55,神奈川県,藤沢市,,,,,
ログイン,2020-12-15 23:44:51,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-16 00:19:16,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-16 12:22:56,chizuko07761,一般,55,神奈川県,藤沢市,,,,,
ログイン,2020-12-16 21:28:17,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-12-16 21:37:07,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-12-18 15:40:30,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-18 15:40:39,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2020-12-18 15:40:47,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-18 15:43:50,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-18 15:50:54,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-19 17:59:17,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
正会員へ復活,2020-12-20 15:37:32,noboru04372s,教職員,58,神奈川県,藤沢市,nishiashigarasho2500105,,,,
正会員へ復活,2020-12-20 15:48:27,atsuko08631s,教職員,52,神奈川県,厚木市,nishiashigarasho2500105,,,,
ログイン,2020-12-20 22:53:29,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-20 23:02:24,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2020-12-20 23:04:41,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-20 23:10:09,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2020-12-20 23:13:26,shinji03812,一般,8,神奈川県,小田原市,,,,,
ログアウト,2020-12-20 23:36:55,shinji03812,生徒,8,神奈川県,小田原市,,,,,
ログアウト,2020-12-20 23:39:27,ayumi04041s,教職員,42,神奈川県,藤沢市,,,,,
ログイン,2020-12-20 23:40:06,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
顔登録,2020-12-20 23:41:52,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2020-12-20 23:41:52,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
基本情報更新,2020-12-20 23:42:47,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-20 23:44:30,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2020-12-20 23:45:32,shota04572,一般,7,神奈川県,座間市,,,,,
顔認証成功,2020-12-20 23:46:56,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
顔認証成功,2020-12-20 23:47:57,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-20 23:49:15,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2020-12-20 23:50:35,keiko03851k,監修者,52,青森県,黒石市,,,,,
顔認証成功,2020-12-20 23:51:43,shoko06961s,教職員,40,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-12-20 23:55:36,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログイン,2020-12-21 01:23:28,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-21 17:21:04,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-22 17:40:52,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-22 17:49:18,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-23 15:48:21,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-23 15:53:30,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-23 15:54:48,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2020-12-23 16:25:07,shota04572,生徒,7,神奈川県,座間市,,,,,
入会初ログイン,2020-12-23 17:12:20,rina05771,一般,31,愛知県,春日井市,,135人,,,
ログアウト,2020-12-23 17:12:46,rina05771,一般,31,愛知県,春日井市,,,,,
ログイン,2020-12-23 18:57:23,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2020-12-23 18:58:15,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2020-12-23 19:02:33,shota04572,一般,7,神奈川県,座間市,,,,,
ログイン,2020-12-23 20:10:00,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-23 20:17:21,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-23 20:20:17,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2020-12-23 20:21:16,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2020-12-23 20:38:35,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-12-23 20:42:12,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-12-23 20:42:26,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2020-12-23 20:50:16,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2020-12-24 11:53:54,hiroya0962k,監修者,37,神奈川県,横浜市保土ヶ谷区,,,,,
ログイン,2021-01-09 22:40:50,Tae01351,一般,36,神奈川県,藤沢市,,,,,
ログアウト,2021-01-10 00:29:51,Tae01351,一般,36,神奈川県,藤沢市,,,,,
ログイン,2021-01-10 11:02:37,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2021-01-10 11:04:24,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2021-01-10 11:04:43,maria05841,一般,7,神奈川県,南足柄市,,,,,
ログアウト,2021-01-10 11:05:16,maria05841,生徒,7,神奈川県,南足柄市,,,,,
ログイン,2021-01-10 11:05:48,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2021-01-10 11:41:23,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2021-01-10 14:45:47,hiroko06091k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-10 14:45:56,hiroko06091k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-10 17:15:11,tomoko04781,一般,18,神奈川県,藤沢市,,,,,
ログアウト,2021-01-10 17:27:21,tomoko04781,一般,18,神奈川県,藤沢市,,,,,
ログイン,2021-01-12 11:05:31,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2021-01-12 11:05:35,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2021-01-12 16:34:27,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-13 00:16:09,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-13 00:17:36,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-13 11:05:36,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-13 11:05:42,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-16 09:54:25,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-16 10:19:52,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-18 00:00:22,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-18 01:48:12,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-22 23:01:16,martina03721,一般,10,青森県,黒石市,,,,,
ログアウト,2021-01-22 23:18:40,martina03721,一般,10,青森県,黒石市,,,,,
ログイン,2021-01-22 23:19:46,keiko03851k,監修者,53,青森県,黒石市,,,,,
ログアウト,2021-01-22 23:45:59,keiko03851k,監修者,53,青森県,黒石市,,,,,
ログイン,2021-01-22 23:46:26,momoka01361c,著者,29,福岡県,大牟田市,,,,,
ログアウト,2021-01-22 23:54:44,momoka01361c,著者,29,福岡県,大牟田市,,,,,
ログイン,2021-01-23 11:32:25,mariko06981k,監修者,59,長野県,東筑摩郡麻績村,,,,,
ログアウト,2021-01-23 11:32:58,mariko06981k,監修者,59,長野県,東筑摩郡麻績村,,,,,
ログイン,2021-01-23 11:53:49,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-23 12:00:07,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-23 22:40:57,kumiko01731,一般,80,神奈川県,厚木市,,,,,
ログアウト,2021-01-23 22:45:24,kumiko01731,一般,80,神奈川県,厚木市,,,,,
ログイン,2021-01-24 10:13:47,satomi01741,一般,8,鳥取県,境港市,,,,,
ログアウト,2021-01-24 10:14:42,satomi01741,生徒,8,鳥取県,境港市,,,,,
ログイン,2021-01-24 10:14:54,maria05841,一般,7,神奈川県,南足柄市,,,,,
顔認証失敗,2021-01-24 10:21:34,maria05841,生徒,7,神奈川県,南足柄市,nishiashigarasho2500105,,,,
顔認証失敗,2021-01-24 10:22:16,maria05841,生徒,7,神奈川県,南足柄市,nishiashigarasho2500105,,,,
ログアウト,2021-01-24 10:22:34,maria05841,生徒,7,神奈川県,南足柄市,,,,,
ログイン,2021-01-24 10:33:57,tomomi02261,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2021-01-24 10:35:12,tomomi02261,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2021-01-24 10:35:24,Kyoko07811,一般,9,神奈川県,藤沢市,,,,,
顔認証成功,2021-01-24 10:38:40,mariko06981k,監修者,59,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2021-01-24 10:39:42,mariko06981k,監修者,59,長野県,東筑摩郡麻績村,,,,,
ログアウト,2021-01-24 10:41:28,Kyoko07811,生徒,9,神奈川県,藤沢市,,,,,
ログイン,2021-01-24 10:53:03,momoka01361c,著者,29,福岡県,大牟田市,,,,,
ログアウト,2021-01-24 12:42:24,momoka01361c,著者,29,福岡県,大牟田市,,,,,
ログイン,2021-01-25 20:33:10,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-25 20:37:36,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-25 20:38:05,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-25 20:38:26,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 16:55:47,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-26 17:52:50,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 17:53:05,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-26 18:04:16,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 18:04:52,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 18:05:36,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 18:07:52,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 21:37:25,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-26 23:50:23,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-26 23:55:43,hiroko06091k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 00:03:29,hiroko06091k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-27 00:03:47,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 00:05:27,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-27 00:07:17,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 00:29:56,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-27 00:30:18,rina05771,一般,32,愛知県,春日井市,,,,,
顔登録,2021-01-27 00:31:53,rina05771,一般,32,愛知県,春日井市,,,,,
ログイン,2021-01-27 00:31:53,rina05771,一般,32,愛知県,春日井市,,,,,
顔認証成功,2021-01-27 00:32:25,Tae01351,一般,36,神奈川県,藤沢市,,,,,
顔認証成功,2021-01-27 00:33:50,Tae01351,一般,36,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 00:36:04,rina05771,一般,32,愛知県,春日井市,,,,,
ログイン,2021-01-27 00:36:23,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 00:56:24,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-27 14:12:44,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2021-01-27 14:36:59,yukari05831k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2021-01-27 14:38:02,rina05771,一般,32,愛知県,春日井市,,,,,
ログイン,2021-02-12 09:45:25,shota04572,一般,7,神奈川県,座間市,,,,,
ログイン,2021-02-12 09:45:37,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
顔認証失敗,2021-02-12 09:47:42,shota04572,生徒,7,神奈川県,座間市,kuzuharalilysho2520822,,,,
ログアウト,2021-02-12 09:50:06,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2021-02-12 09:52:24,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログイン,2021-02-12 09:55:58,shota04572,一般,7,神奈川県,座間市,,,,,
ログアウト,2021-02-12 09:56:47,atsushi02582s,教職員,42,神奈川県,小田原市,nishiashigarasho2500105,,,,
